Date,ZipCode,WaterUse,PowerUse
02_2013,91325,15.55,520
03_2013,91325,22.23,489
04_2013,91325,21.86,472
05_2013,91325,29.83,647
06_2013,91325,27.97,612
07_2005,91326,43.67,1208
08_2005,91326,44.93,1307
09_2005,91326,36.63,857
10_2005,91326,35,807
11_2005,91326,28.18,761
12_2005,91326,28.01,785
01_2006,91326,26.51,750
02_2006,91326,23.1,667
03_2006,91326,21.37,735
04_2006,91326,20.26,710
05_2006,91326,34.96,995
06_2006,91326,38.69,1044
07_2006,91326,45.59,1304
08_2006,91326,47.8,1374
09_2006,91326,41.15,919
10_2006,91326,40.51,852
11_2006,91326,31.84,765
12_2006,91326,31.23,783
01_2007,91326,27.59,760
02_2007,91326,23.12,678
03_2007,91326,30.15,726
04_2007,91326,31.09,694
05_2007,91326,39.87,917
06_2007,91326,40.99,939
07_2007,91326,44.41,1188
08_2007,91326,44.87,1253
09_2007,91326,37.06,851
10_2007,91326,36.71,805
11_2007,91326,27.26,766
12_2007,91326,25.67,793
01_2008,91326,22.3,747
02_2008,91326,19.01,681
03_2008,91326,28.75,720
04_2008,91326,32.53,696
05_2008,91326,38.53,969
06_2008,91326,38.22,1008
07_2008,91326,42.99,1177
08_2008,91326,43.44,1223
09_2008,91326,37.63,940
10_2008,91326,37.67,919
11_2008,91326,26.76,771
12_2008,91326,24.63,775
01_2009,91326,22.11,728
02_2009,91326,18.48,641
03_2009,91326,25.16,701
04_2009,91326,27.9,675
05_2009,91326,31,811
06_2009,91326,30.04,815
07_2009,91326,33.44,1111
08_2009,91326,34.55,1207
09_2009,91326,30.77,919
10_2009,91326,30.02,902
11_2009,91326,23.24,735
12_2009,91326,21.96,732
01_2010,91326,16.24,704
02_2010,91326,12.43,626
03_2010,91326,19.75,662
04_2010,91326,22.17,628
05_2010,91326,27.94,714
06_2010,91326,29.25,710
07_2010,91326,32.89,971
08_2010,91326,34.25,1055
09_2010,91326,28.39,853
10_2010,91326,26.21,838
11_2010,91326,19.2,734
12_2010,91326,17.61,743
01_2011,91326,19.66,700
02_2011,91326,17.69,618
03_2011,91326,20.69,668
04_2011,91326,22.17,642
05_2011,91326,27.79,736
06_2011,91326,28.46,733
07_2011,91326,33.53,963
08_2011,91326,34.64,1023
09_2011,91326,30.1,823
10_2011,91326,29.96,817
11_2011,91326,22.04,686
12_2011,91326,22.2,692
01_2012,91326,23.34,663
02_2012,91326,22.29,610
03_2012,91326,21.45,634
04_2012,91326,19.86,609
05_2012,91326,30.39,737
06_2012,91326,32.75,741
07_2012,91326,27.59,1118
08_2012,91326,28.23,1211
09_2012,91326,24.19,940
10_2012,91326,24.38,920
11_2012,91326,15.3,707
12_2013,91326,14.44,700
01_2013,91326,15.62,677
02_2013,91326,14.55,602
03_2013,91326,18.81,615
04_2013,91326,19.3,578
05_2013,91326,23.41,781
06_2013,91326,23.65,805
07_2005,91330,0,396
08_2005,91330,0,421
09_2005,91330,0,253
10_2005,91330,0,257
11_2005,91330,0,200
12_2005,91330,0,201
01_2006,91330,0,198
02_2006,91330,0,177
03_2006,91330,0,194
04_2006,91330,0,189
05_2006,91330,0,317
06_2006,91330,0,326
07_2006,91330,0,395
08_2006,91330,0,416
09_2006,91330,0,271
10_2006,91330,0,272
11_2006,91330,0,212
12_2006,91330,0,216
01_2007,91330,0,200
02_2007,91330,0,177
03_2007,91330,0,206
04_2007,91330,0,205
05_2007,91330,0,290
06_2007,91330,0,285
07_2007,91330,0,388
08_2007,91330,0,401
09_2007,91330,0,289
10_2007,91330,0,298
11_2007,91330,0,207
12_2007,91330,0,210
01_2008,91330,0,207
02_2008,91330,0,193
03_2008,91330,0,217
04_2008,91330,0,215
05_2008,91330,0,305
06_2008,91330,0,324
07_2008,91330,0,416
08_2008,91330,0,433
09_2008,91330,0,319
10_2008,91330,0,316
11_2008,91330,0,212
12_2008,91330,0,208
01_2009,91330,0,190
02_2009,91330,0,165
03_2009,91330,0,186
04_2009,91330,0,182
05_2009,91330,0,237
06_2009,91330,0,241
07_2009,91330,0,354
08_2009,91330,0,386
09_2009,91330,0,294
10_2009,91330,0,297
11_2009,91330,0,184
12_2009,91330,0,174
01_2010,91330,0,155
02_2010,91330,0,136
03_2010,91330,0,148
04_2010,91330,0,142
05_2010,91330,0,188
06_2010,91330,0,195
07_2010,91330,0,271
08_2010,91330,0,289
09_2010,91330,0,253
10_2010,91330,0,258
11_2010,91330,0,179
12_2010,91330,0,177
01_2011,91330,0,163
02_2011,91330,0,142
03_2011,91330,0,161
04_2011,91330,0,157
05_2011,91330,0,204
06_2011,91330,0,209
07_2011,91330,0,288
08_2011,91330,0,304
09_2011,91330,0,249
10_2011,91330,0,255
11_2011,91330,0,148
12_2011,91330,0,146
01_2012,91330,0,144
02_2012,91330,0,135
03_2012,91330,0,147
04_2012,91330,0,142
05_2012,91330,0,223
06_2012,91330,0,224
07_2012,91330,0,338
08_2012,91330,0,349
09_2012,91330,0,311
10_2012,91330,0,322
11_2012,91330,0,149
12_2013,91330,0,149
01_2013,91330,0,148
02_2013,91330,0,132
03_2013,91330,0,146
04_2013,91330,0,141
05_2013,91330,0,232
06_2013,91330,0,229
07_2005,91331,33.68,597
08_2005,91331,33.67,629
09_2005,91331,29.57,527
10_2005,91331,26.04,468
11_2005,91331,22.52,464
12_2005,91331,21.93,503
01_2006,91331,21.47,502
02_2006,91331,18.61,446
03_2006,91331,19.76,484
04_2006,91331,20.27,450
05_2006,91331,26.22,516
06_2006,91331,30.32,629
07_2006,91331,33.74,714
08_2006,91331,34,695
09_2006,91331,30.05,568
10_2006,91331,28.43,490
11_2006,91331,24.61,479
12_2006,91331,22.76,527
01_2007,91331,22.23,528
02_2007,91331,19.87,449
03_2007,91331,23.4,468
04_2007,91331,25.16,438
05_2007,91331,30.1,494
06_2007,91331,31.06,558
07_2007,91331,32.46,648
08_2007,91331,32.2,700
09_2007,91331,28.46,579
10_2007,91331,26.66,483
11_2007,91331,22.66,483
12_2007,91331,20.46,547
01_2008,91331,19.85,556
02_2008,91331,18.46,484
03_2008,91331,22.22,474
04_2008,91331,24.42,440
05_2008,91331,28.6,523
06_2008,91331,29.48,625
07_2008,91331,31.22,694
08_2008,91331,30.58,706
09_2008,91331,27.73,613
10_2008,91331,26.66,531
11_2008,91331,22.44,497
12_2008,91331,20,529
01_2009,91331,19.27,524
02_2009,91331,16.94,450
03_2009,91331,20.51,471
04_2009,91331,22.54,440
05_2009,91331,25.81,476
06_2009,91331,25.43,522
07_2009,91331,26.22,632
08_2009,91331,28.53,705
09_2009,91331,25.03,611
10_2009,91331,22.77,517
11_2009,91331,20.17,487
12_2009,91331,18.41,523
01_2010,91331,16.73,521
02_2010,91331,14.52,444
03_2010,91331,17.84,456
04_2010,91331,19.2,417
05_2010,91331,22.45,447
06_2010,91331,23.46,480
07_2010,91331,26.07,558
08_2010,91331,26.78,630
09_2010,91331,24.58,577
10_2010,91331,21.27,516
11_2010,91331,18.96,500
12_2010,91331,17.94,540
01_2011,91331,18.05,518
02_2011,91331,15.85,440
03_2011,91331,17.97,472
04_2011,91331,19.9,436
05_2011,91331,23.06,462
06_2011,91331,24.54,509
07_2011,91331,26.97,595
08_2011,91331,27.98,652
09_2011,91331,24.78,567
10_2011,91331,23.09,499
11_2011,91331,19.82,492
12_2011,91331,19.69,526
01_2012,91331,18.96,503
02_2012,91331,17.61,442
03_2012,91331,18.69,461
04_2012,91331,18.97,439
05_2012,91331,23.77,477
06_2012,91331,26.01,522
07_2012,91331,17.8,643
08_2012,91331,18.14,757
09_2012,91331,16.65,676
10_2012,91331,15.65,557
11_2012,91331,12.74,510
12_2013,91331,11.67,555
01_2013,91331,11.74,547
02_2013,91331,11.04,447
03_2013,91331,13.17,452
04_2013,91331,13.98,420
05_2013,91331,15.79,492
06_2013,91331,16.35,563
07_2005,91335,31.96,769
08_2005,91335,31.46,712
09_2005,91335,27.9,549
10_2005,91335,26.27,532
11_2005,91335,21.9,460
12_2005,91335,22.13,482
01_2006,91335,21.57,489
02_2006,91335,19.12,440
03_2006,91335,19.13,478
04_2006,91335,20.14,477
05_2006,91335,27.08,562
06_2006,91335,28.55,641
07_2006,91335,32.74,889
08_2006,91335,32.09,808
09_2006,91335,28.71,594
10_2006,91335,27.95,571
11_2006,91335,24.44,479
12_2006,91335,23.91,505
01_2007,91335,22.49,523
02_2007,91335,20.21,456
03_2007,91335,23.73,453
04_2007,91335,24.65,449
05_2007,91335,29.28,513
06_2007,91335,29.55,583
07_2007,91335,32.09,791
08_2007,91335,31.2,754
09_2007,91335,28.2,632
10_2007,91335,27.29,598
11_2007,91335,23.14,494
12_2007,91335,21.97,517
01_2008,91335,19.55,525
02_2008,91335,18.55,478
03_2008,91335,23.19,456
04_2008,91335,23.95,464
05_2008,91335,27.37,574
06_2008,91335,27,638
07_2008,91335,31.02,837
08_2008,91335,30.23,790
09_2008,91335,27.42,652
10_2008,91335,26.43,612
11_2008,91335,21.85,485
12_2008,91335,20.91,507
01_2009,91335,19.13,509
02_2009,91335,17.31,451
03_2009,91335,20.85,455
04_2009,91335,21.46,449
05_2009,91335,24.5,510
06_2009,91335,23.69,560
07_2009,91335,25.41,766
08_2009,91335,25.36,745
09_2009,91335,23.51,654
10_2009,91335,22.89,615
11_2009,91335,19.94,477
12_2009,91335,19.21,493
01_2010,91335,16.59,492
02_2010,91335,14.92,436
03_2010,91335,17.98,434
04_2010,91335,18.58,424
05_2010,91335,22.02,465
06_2010,91335,22.11,493
07_2010,91335,24.78,644
08_2010,91335,24.77,653
09_2010,91335,23.02,609
10_2010,91335,21.87,582
11_2010,91335,18.15,477
12_2010,91335,18.14,495
01_2011,91335,17.41,491
02_2011,91335,15.92,438
03_2011,91335,18.02,460
04_2011,91335,18.98,438
05_2011,91335,22.34,445
06_2011,91335,22.44,505
07_2011,91335,25.9,716
08_2011,91335,25.7,699
09_2011,91335,23.61,612
10_2011,91335,22.44,584
11_2011,91335,18.22,483
12_2011,91335,18.43,493
01_2012,91335,18.37,471
02_2012,91335,17.41,433
03_2012,91335,18.86,446
04_2012,91335,19.02,444
05_2012,91335,22.7,501
06_2012,91335,23.58,569
07_2012,91335,17.76,783
08_2012,91335,17.37,777
09_2012,91335,15.94,701
10_2012,91335,15.11,634
11_2012,91335,11.57,462
12_2013,91335,11.35,494
01_2013,91335,10.58,517
02_2013,91335,10.05,445
03_2013,91335,12.81,415
04_2013,91335,13.16,419
05_2013,91335,15.75,512
06_2013,91335,15.7,559
07_2005,91340,32.39,642
08_2005,91340,31.3,584
09_2005,91340,29.16,532
10_2005,91340,25.72,488
11_2005,91340,22.84,446
12_2005,91340,22.78,497
01_2006,91340,22.45,513
02_2006,91340,18.89,462
03_2006,91340,18.93,510
04_2006,91340,20.71,469
05_2006,91340,24.04,470
06_2006,91340,28.16,636
07_2006,91340,31.56,768
08_2006,91340,31.03,668
09_2006,91340,28.61,584
10_2006,91340,26.58,513
11_2006,91340,24.56,459
12_2006,91340,22.74,529
01_2007,91340,21.83,556
02_2007,91340,19.58,452
03_2007,91340,22.38,466
04_2007,91340,24.53,446
05_2007,91340,27.85,461
06_2007,91340,29.16,572
07_2007,91340,31.48,654
08_2007,91340,30.18,651
09_2007,91340,28.36,624
10_2007,91340,25.87,525
11_2007,91340,22.5,467
12_2007,91340,19.72,560
01_2008,91340,18.2,592
02_2008,91340,17.62,476
03_2008,91340,20.02,457
04_2008,91340,22.26,446
05_2008,91340,24.22,474
06_2008,91340,24.05,618
07_2008,91340,30.73,729
08_2008,91340,29.3,692
09_2008,91340,27.59,645
10_2008,91340,25.38,537
11_2008,91340,21.74,462
12_2008,91340,19.53,520
01_2009,91340,18.03,543
02_2009,91340,16.21,456
03_2009,91340,18.5,465
04_2009,91340,21.42,449
05_2009,91340,23.41,466
06_2009,91340,22.28,561
07_2009,91340,23.82,662
08_2009,91340,23.72,666
09_2009,91340,22.33,642
10_2009,91340,20.46,548
11_2009,91340,18.53,474
12_2009,91340,16.86,530
01_2010,91340,15.31,551
02_2010,91340,13.89,452
03_2010,91340,16.31,459
04_2010,91340,18.13,432
05_2010,91340,19.82,442
06_2010,91340,20.82,497
07_2010,91340,22.81,562
08_2010,91340,23.33,623
09_2010,91340,23.05,639
10_2010,91340,20.13,551
11_2010,91340,17.2,477
12_2010,91340,16.52,522
01_2011,91340,15.97,538
02_2011,91340,15.05,465
03_2011,91340,16.19,499
04_2011,91340,17.55,440
05_2011,91340,19.97,431
06_2011,91340,21.52,533
07_2011,91340,22.94,622
08_2011,91340,22.87,639
09_2011,91340,22.41,624
10_2011,91340,19.93,548
11_2011,91340,17.23,488
12_2011,91340,16.84,516
01_2012,91340,16.98,520
02_2012,91340,16.57,463
03_2012,91340,17.66,479
04_2012,91340,18.08,459
05_2012,91340,20.33,477
06_2012,91340,21.53,568
07_2012,91340,17.21,647
08_2012,91340,17.36,758
09_2012,91340,16.8,770
10_2012,91340,14.25,575
11_2012,91340,12.73,474
12_2013,91340,11.45,562
01_2013,91340,10.91,591
02_2013,91340,10.75,458
03_2013,91340,12.5,456
04_2013,91340,13.75,455
05_2013,91340,15.37,487
06_2013,91340,15.5,579
07_2005,91342,44.78,792
08_2005,91342,43.67,708
09_2005,91342,39.91,641
10_2005,91342,33.66,560
11_2005,91342,28.68,500
12_2005,91342,27.67,540
01_2006,91342,26.75,552
02_2006,91342,22.39,493
03_2006,91342,22.47,544
04_2006,91342,26.26,527
05_2006,91342,32.3,548
06_2006,91342,40.11,787
07_2006,91342,46.85,935
08_2006,91342,45.27,781
09_2006,91342,41.65,682
10_2006,91342,37.74,578
11_2006,91342,32.79,505
12_2006,91342,29.89,563
01_2007,91342,27.94,582
02_2007,91342,24.94,482
03_2007,91342,29.29,505
04_2007,91342,33.6,496
05_2007,91342,38.93,519
06_2007,91342,41.79,677
07_2007,91342,44.42,781
08_2007,91342,43.42,766
09_2007,91342,41.01,729
10_2007,91342,36.75,592
11_2007,91342,31.83,511
12_2007,91342,27.17,569
01_2008,91342,24.14,588
02_2008,91342,22.85,502
03_2008,91342,27.31,503
04_2008,91342,32.02,507
05_2008,91342,35.55,540
06_2008,91342,36.58,740
07_2008,91342,43.94,874
08_2008,91342,42.49,821
09_2008,91342,39.85,765
10_2008,91342,36.55,608
11_2008,91342,31.91,517
12_2008,91342,27.48,554
01_2009,91342,24.44,565
02_2009,91342,20.93,478
03_2009,91342,24.65,498
04_2009,91342,29.5,497
05_2009,91342,33.01,526
06_2009,91342,31.7,659
07_2009,91342,34.64,769
08_2009,91342,35.11,771
09_2009,91342,33.33,742
10_2009,91342,29.2,604
11_2009,91342,25.75,514
12_2009,91342,22.35,542
01_2010,91342,19.25,547
02_2010,91342,17.32,465
03_2010,91342,20.84,487
04_2010,91342,23.69,473
05_2010,91342,27.83,491
06_2010,91342,30.04,568
07_2010,91342,33.83,648
08_2010,91342,34.99,718
09_2010,91342,33.2,729
10_2010,91342,26.52,603
11_2010,91342,22.15,507
12_2010,91342,20.56,538
01_2011,91342,20.92,545
02_2011,91342,18.73,475
03_2011,91342,20.13,514
04_2011,91342,24.34,472
05_2011,91342,28.18,470
06_2011,91342,30.88,606
07_2011,91342,39.75,708
08_2011,91342,45.62,725
09_2011,91342,42.41,705
10_2011,91342,38.09,593
11_2011,91342,32.84,517
12_2011,91342,32.07,529
01_2012,91342,30.76,524
02_2012,91342,29.34,471
03_2012,91342,32.97,490
04_2012,91342,32.54,495
05_2012,91342,37.97,526
06_2012,91342,42.27,647
07_2012,91342,20.64,738
08_2012,91342,20.32,849
09_2012,91342,19.51,855
10_2012,91342,15.85,619
11_2012,91342,13.67,495
12_2013,91342,11.98,558
01_2013,91342,11.14,581
02_2013,91342,11.54,463
03_2013,91342,13.82,471
04_2013,91342,15.54,478
05_2013,91342,17.38,511
06_2013,91342,18.5,638
07_2005,91343,44.29,875
08_2005,91343,43.19,856
09_2005,91343,35.39,551
10_2005,91343,35.85,561
11_2005,91343,29.86,513
12_2005,91343,30.28,529
01_2006,91343,28.86,512
02_2006,91343,25.82,461
03_2006,91343,24.2,501
04_2006,91343,23.9,488
05_2006,91343,37.27,650
06_2006,91343,37.99,655
07_2006,91343,45.09,969
08_2006,91343,43.66,950
09_2006,91343,38.13,603
10_2006,91343,37.7,613
11_2006,91343,32.52,531
12_2006,91343,32.1,548
01_2007,91343,29.02,531
02_2007,91343,24.89,478
03_2007,91343,32.05,490
04_2007,91343,31.45,475
05_2007,91343,40.45,585
06_2007,91343,38.76,592
07_2007,91343,43.77,864
08_2007,91343,42.36,849
09_2007,91343,36.8,642
10_2007,91343,36.46,650
11_2007,91343,29.12,532
12_2007,91343,28.64,550
01_2008,91343,25.13,540
02_2008,91343,22.37,502
03_2008,91343,30.03,500
04_2008,91343,30.19,485
05_2008,91343,36.35,669
06_2008,91343,35.12,667
07_2008,91343,42.61,881
08_2008,91343,41.43,870
09_2008,91343,36.44,675
10_2008,91343,36.14,680
11_2008,91343,27.42,524
12_2008,91343,26.85,540
01_2009,91343,25.71,519
02_2009,91343,22.33,465
03_2009,91343,27.23,479
04_2009,91343,27.17,461
05_2009,91343,31.89,560
06_2009,91343,30.65,557
07_2009,91343,33.6,835
08_2009,91343,33.49,835
09_2009,91343,30.76,674
10_2009,91343,30.83,680
11_2009,91343,25.78,510
12_2009,91343,25.19,524
01_2010,91343,20.93,506
02_2010,91343,18.15,455
03_2010,91343,22.67,462
04_2010,91343,22.78,441
05_2010,91343,29.43,508
06_2010,91343,29.01,501
07_2010,91343,33.07,726
08_2010,91343,33.17,731
09_2010,91343,30.1,608
10_2010,91343,28.79,618
11_2010,91343,23.01,518
12_2010,91343,22.71,534
01_2011,91343,22.59,509
02_2011,91343,19.99,456
03_2011,91343,22.62,480
04_2011,91343,23.11,462
05_2011,91343,28.8,498
06_2011,91343,28.3,497
07_2011,91343,34.02,796
08_2011,91343,34.05,789
09_2011,91343,29.9,606
10_2011,91343,29.34,615
11_2011,91343,22.9,510
12_2011,91343,24.07,526
01_2012,91343,23.82,483
02_2012,91343,22.69,447
03_2012,91343,24.05,476
04_2012,91343,23.6,463
05_2012,91343,30.11,547
06_2012,91343,30.6,554
07_2012,91343,22.09,861
08_2012,91343,21.86,858
09_2012,91343,19.35,722
10_2012,91343,19.13,723
11_2012,91343,12.41,504
12_2013,91343,12.76,521
01_2013,91343,12.61,510
02_2013,91343,11.42,458
03_2013,91343,15.56,442
04_2013,91343,15.43,425
05_2013,91343,20.01,590
06_2013,91343,19.26,581
07_2005,91344,38.99,1130
08_2005,91344,38.21,1068
09_2005,91344,32.83,781
10_2005,91344,31.76,777
11_2005,91344,24.6,673
12_2005,91344,25.17,695
01_2006,91344,22.77,685
02_2006,91344,20.35,617
03_2006,91344,16.54,672
04_2006,91344,17.94,670
05_2006,91344,30.46,836
06_2006,91344,32.65,887
07_2006,91344,41.36,1291
08_2006,91344,40.08,1207
09_2006,91344,34.62,831
10_2006,91344,33.95,829
11_2006,91344,28.84,706
12_2006,91344,27.98,727
01_2007,91344,23.8,718
02_2007,91344,21.14,641
03_2007,91344,26.21,654
04_2007,91344,27.35,646
05_2007,91344,35.64,763
06_2007,91344,35.74,817
07_2007,91344,39.51,1149
08_2007,91344,38.55,1094
09_2007,91344,33.31,877
10_2007,91344,32.38,865
11_2007,91344,25.19,713
12_2007,91344,23.26,733
01_2008,91344,18.51,721
02_2008,91344,17.29,666
03_2008,91344,25.62,652
04_2008,91344,27.06,662
05_2008,91344,33.18,876
06_2008,91344,32.33,902
07_2008,91344,38.78,1178
08_2008,91344,38.09,1136
09_2008,91344,33.19,920
10_2008,91344,32.02,901
11_2008,91344,23.76,708
12_2008,91344,22.34,725
01_2009,91344,19.18,689
02_2009,91344,17.07,618
03_2009,91344,22.15,645
04_2009,91344,23.2,633
05_2009,91344,27.53,736
06_2009,91344,26.41,772
07_2009,91344,29.19,1102
08_2009,91344,29,1087
09_2009,91344,26.57,944
10_2009,91344,25.31,917
11_2009,91344,20.04,672
12_2009,91344,18.99,690
01_2010,91344,14.62,672
02_2010,91344,12.78,604
03_2010,91344,16.64,612
04_2010,91344,17.5,595
05_2010,91344,24.54,666
06_2010,91344,25.12,686
07_2010,91344,29.25,939
08_2010,91344,28.89,938
09_2010,91344,25.35,844
10_2010,91344,23.7,834
11_2010,91344,17.13,679
12_2010,91344,16.82,697
01_2011,91344,16.36,673
02_2011,91344,14.75,605
03_2011,91344,16.5,628
04_2011,91344,17.47,605
05_2011,91344,24.04,639
06_2011,91344,24.63,681
07_2011,91344,30.5,993
08_2011,91344,29.9,977
09_2011,91344,26.61,849
10_2011,91344,24.92,829
11_2011,91344,17.86,655
12_2011,91344,18.45,670
01_2012,91344,19.03,631
02_2012,91344,17.94,588
03_2012,91344,18.54,623
04_2012,91344,18.96,616
05_2012,91344,26.12,716
06_2012,91344,27.37,770
07_2012,91344,26.17,1116
08_2012,91344,25.67,1093
09_2012,91344,23.15,958
10_2012,91344,22.07,913
11_2012,91344,14.94,649
12_2013,91344,14.98,672
01_2013,91344,13.96,668
02_2013,91344,13.07,592
03_2013,91344,17.99,574
04_2013,91344,18.25,573
05_2013,91344,22.76,728
06_2013,91344,22.57,761
07_2005,91345,37.71,831
08_2005,91345,36.32,754
09_2005,91345,31.65,626
10_2005,91345,27.86,599
11_2005,91345,22.23,515
12_2005,91345,22.95,543
01_2006,91345,21.93,561
02_2006,91345,19.34,499
03_2006,91345,17.5,539
04_2006,91345,20.52,545
05_2006,91345,28.46,613
06_2006,91345,31.8,711
07_2006,91345,38.28,958
08_2006,91345,36.86,864
09_2006,91345,33.5,699
10_2006,91345,31.64,658
11_2006,91345,28.02,548
12_2006,91345,26.37,584
01_2007,91345,24.23,606
02_2007,91345,21.58,514
03_2007,91345,25.56,513
04_2007,91345,27.59,513
05_2007,91345,32.42,560
06_2007,91345,32.62,651
07_2007,91345,37.58,861
08_2007,91345,35.85,816
09_2007,91345,32.24,730
10_2007,91345,29.8,677
11_2007,91345,24.06,558
12_2007,91345,21.39,589
01_2008,91345,18.42,606
02_2008,91345,17.27,541
03_2008,91345,22.26,508
04_2008,91345,24.99,521
05_2008,91345,29.86,605
06_2008,91345,29.92,706
07_2008,91345,35.89,926
08_2008,91345,34.55,868
09_2008,91345,31.35,757
10_2008,91345,28.76,687
11_2008,91345,22.57,533
12_2008,91345,20.47,565
01_2009,91345,18.39,584
02_2009,91345,16.19,510
03_2009,91345,20.11,508
04_2009,91345,22.46,503
05_2009,91345,26.74,550
06_2009,91345,26.05,630
07_2009,91345,28.28,839
08_2009,91345,27.91,815
09_2009,91345,25.53,750
10_2009,91345,24.12,694
11_2009,91345,20.32,543
12_2009,91345,18.33,556
01_2010,91345,15.11,547
02_2010,91345,13.42,485
03_2010,91345,16.88,494
04_2010,91345,18.86,487
05_2010,91345,23.25,523
06_2010,91345,23.81,562
07_2010,91345,26.43,694
08_2010,91345,26.31,718
09_2010,91345,24.65,724
10_2010,91345,21.98,676
11_2010,91345,16.82,536
12_2010,91345,16.61,554
01_2011,91345,16,556
02_2011,91345,15.2,494
03_2011,91345,15.95,527
04_2011,91345,17.94,499
05_2011,91345,23.26,493
06_2011,91345,24.29,580
07_2011,91345,29.24,772
08_2011,91345,28.47,750
09_2011,91345,25.5,692
10_2011,91345,23.51,649
11_2011,91345,19.13,533
12_2011,91345,20.09,546
01_2012,91345,20.19,534
02_2012,91345,18.92,488
03_2012,91345,20.65,503
04_2012,91345,20.44,505
05_2012,91345,24.28,549
06_2012,91345,27.04,643
07_2012,91345,19.8,850
08_2012,91345,19.37,851
09_2012,91345,18.22,819
10_2012,91345,16.26,710
11_2012,91345,12.49,512
12_2013,91345,12.21,552
01_2013,91345,11.25,586
02_2013,91345,10.87,495
03_2013,91345,13.59,464
04_2013,91345,14.53,479
05_2013,91345,17.47,553
06_2013,91345,17.74,632
07_2005,91346,16,3011
08_2005,91346,17.67,3419
09_2005,91346,14.33,2354
10_2005,91346,13.67,2073
11_2005,91346,12,1774
12_2005,91346,12,1760
01_2006,91346,12.33,1624
02_2006,91346,11,1399
03_2006,91346,12.67,1643
04_2006,91346,13,1657
05_2006,91346,24,2433
06_2006,91346,28,2687
07_2006,91346,29,3141
08_2006,91346,28.33,3342
09_2006,91346,22.33,2265
10_2006,91346,21.67,1976
11_2006,91346,14.33,1500
12_2006,91346,13,1420
01_2007,91346,12.33,1245
02_2007,91346,11,1023
03_2007,91346,13.67,1118
04_2007,91346,13.33,1073
05_2007,91346,16,1301
06_2007,91346,16.33,1335
07_2007,91346,26,788
08_2007,91346,30.33,834
09_2007,91346,50,668
10_2007,91346,58,647
11_2007,91346,43.33,622
12_2007,91346,41,632
01_2008,91346,32.67,618
02_2008,91346,26.67,571
03_2008,91346,35.67,608
04_2008,91346,39.33,588
05_2008,91346,48,720
06_2008,91346,49.67,741
07_2008,91346,56.67,651
08_2008,91346,59.67,596
09_2008,91346,70,615
10_2008,91346,78.33,652
11_2008,91346,49,597
12_2008,91346,35.67,1552
01_2009,91346,32,1692
02_2009,91346,27.67,1505
03_2009,91346,36.33,1639
04_2009,91346,39,1567
05_2009,91346,44,1698
06_2009,91346,44.67,1685
07_2009,91346,56.33,2202
08_2009,91346,61.33,2422
09_2009,91346,55,2070
10_2009,91346,40.33,1416
11_2009,91346,27,1366
12_2009,91346,23,1401
01_2010,91346,18.33,1408
02_2010,91346,13,1276
03_2010,91346,21,1245
04_2010,91346,24,1101
05_2010,91346,27,1164
06_2010,91346,27,1141
07_2010,91346,41,2519
08_2010,91346,46,2732
09_2010,91346,37.5,2445
10_2010,91346,36,2439
11_2010,91346,24.5,2362
12_2010,91346,22,2441
01_2011,91346,21,2317
02_2011,91346,19.5,2031
03_2011,91346,24.5,2145
04_2011,91346,25.5,2020
05_2011,91346,35,2164
06_2011,91346,37.5,2129
07_2011,91346,0,0
08_2011,91346,0,0
09_2011,91346,0,0
10_2011,91346,0,0
11_2011,91346,0,0
12_2011,91346,0,0
01_2012,91346,0,0
02_2012,91346,0,0
03_2012,91346,0,0
04_2012,91346,0,0
05_2012,91346,0,0
06_2012,91346,0,0
07_2012,91346,0,0
08_2012,91346,0,0
09_2012,91346,0,0
10_2012,91346,0,0
11_2012,91346,0,0
12_2013,91346,0,0
01_2013,91346,0,0
02_2013,91346,0,0
03_2013,91346,0,0
04_2013,91346,0,0
05_2013,91346,0,0
06_2013,91346,0,0
07_2005,91350,279.17,0
08_2005,91350,248.17,0
09_2005,91350,224.33,0
10_2005,91350,277,0
11_2005,91350,264.83,0
12_2005,91350,263.33,0
01_2006,91350,126,0
02_2006,91350,79,0
03_2006,91350,56.33,0
04_2006,91350,65.5,0
05_2006,91350,186.83,0
06_2006,91350,202.67,0
07_2006,91350,208.5,0
08_2006,91350,269.17,0
09_2006,91350,364.33,0
10_2006,91350,581.67,0
11_2006,91350,552.67,0
12_2006,91350,577.33,0
01_2007,91350,634.5,0
02_2007,91350,1068,0
03_2007,91350,174.83,0
04_2007,91350,274.83,0
05_2007,91350,300.67,0
06_2007,91350,281.67,0
07_2007,91350,264.4,0
08_2007,91350,354.6,0
09_2007,91350,280.4,0
10_2007,91350,1478.2,0
11_2007,91350,88.6,0
12_2007,91350,85.6,0
01_2008,91350,187.8,0
02_2008,91350,148.4,0
03_2008,91350,2512.2,0
04_2008,91350,2407,0
05_2008,91350,2694.8,0
06_2008,91350,107.2,0
07_2008,91350,264.4,0
08_2008,91350,354.6,0
09_2008,91350,280.4,0
10_2008,91350,147,0
11_2008,91350,88.6,0
12_2008,91350,85.6,0
01_2009,91350,187.8,0
02_2009,91350,148.4,0
03_2009,91350,251,0
04_2009,91350,240,0
05_2009,91350,269,0
06_2009,91350,107.2,0
07_2009,91350,3231.6,0
08_2009,91350,3235.6,0
09_2009,91350,3110.4,0
